apr,step,technique,time
SampleRecoder,preptime,JavaC,21.50877809524536
SampleRecoder,preptime,JavaC,8.428932189941406
SampleRecoder,preptime,JavaC,11.366603136062622
SampleRecoder,preptime,JavaC,36.83592915534973
SampleRecoder,preptime,JavaC,12.796298503875732
SampleRecoder,preptime,JavaC,9.325093984603882
SampleRecoder,preptime,JavaC,9.055445671081543
SampleRecoder,preptime,JavaC,7.121968507766724
SampleRecoder,preptime,JavaC,10.22529673576355
SampleRecoder,preptime,JavaC,35.84063673019409
SampleRecoder,preptime,JavaC,3.8274505138397217
SampleRecoder,preptime,JavaC,23.100117683410645
SampleRecoder,preptime,JavaC,17.977930545806885
SampleRecoder,preptime,JavaC,12.481966018676758
SampleRecoder,preptime,JavaC,9.265044450759888
SampleRecoder,preptime,JavaC,8.932606935501099
SampleRecoder,preptime,JavaC,7.568086385726929
SampleRecoder,preptime,JavaC,14.735735416412354
SampleRecoder,preptime,JavaC,17.55443024635315
SampleRecoder,preptime,JavaC,7.646249532699585
SampleRecoder,preptime,JavaC,7.354469060897827
SampleRecoder,preptime,JavaC,6.590142726898193
SampleRecoder,preptime,JavaC,7.5913684368133545
SampleRecoder,preptime,JavaC,12.542086362838745
SampleRecoder,preptime,JavaC,26.99696159362793
SampleRecoder,preptime,JavaC,25.562584161758423
SampleRecoder,preptime,JavaC,29.844358205795288
SampleRecoder,preptime,JavaC,16.031665802001953
SampleRecoder,preptime,JavaC,9.315569639205933
SampleRecoder,preptime,JavaC,5.322434186935425
SampleRecoder,preptime,JavaC,31.85030245780945
SampleRecoder,preptime,JavaC,12.875854253768921
SampleRecoder,preptime,JavaC,17.820098400115967
SampleRecoder,preptime,JavaC,9.897509574890137
SampleRecoder,preptime,JavaC,5.022651433944702
SampleRecoder,preptime,JavaC,9.625187397003174
SampleRecoder,preptime,JavaC,11.823586702346802
SampleRecoder,preptime,JavaC,8.276137828826904
SampleRecoder,preptime,JavaC,24.533390760421753
SampleRecoder,preptime,JavaC,14.35814881324768
SampleRecoder,preptime,JavaC,13.869040727615356
SampleRecoder,preptime,JavaC,7.178708791732788
SampleRecoder,preptime,JavaC,8.433898448944092
SampleRecoder,preptime,JavaC,8.838442087173462
SampleRecoder,preptime,JavaC,6.700923919677734
SampleRecoder,preptime,JavaC,22.02352261543274
SampleRecoder,preptime,JavaC,11.03554916381836
SampleRecoder,preptime,JavaC,1.3861656188964844
SampleRecoder,preptime,JavaC,10.34540605545044
SampleRecoder,preptime,JavaC,17.563231468200684
SampleRecoder,preptime,JavaC,21.612910509109497
SampleRecoder,preptime,JavaC,9.088910102844238
SampleRecoder,preptime,JavaC,32.674152135849
SampleRecoder,preptime,JavaC,13.692283630371094
SampleRecoder,preptime,JavaC,15.968411684036255
SampleRecoder,preptime,JavaC,20.057304620742798
SampleRecoder,preptime,JavaC,3.703547239303589
SampleRecoder,preptime,JavaC,42.988587856292725
SampleRecoder,preptime,JavaC,7.221717357635498
SampleRecoder,preptime,JavaC,28.5863618850708
SampleRecoder,preptime,JavaC,28.01733112335205
SampleRecoder,preptime,JavaC,22.564532995224
SampleRecoder,preptime,JavaC,6.835708379745483
SampleRecoder,preptime,JavaC,17.442079782485962
SampleRecoder,preptime,JavaC,10.513376712799072
SampleRecoder,preptime,JavaC,1.2188305854797363
SampleRecoder,preptime,JavaC,8.306305170059204
SampleRecoder,preptime,JavaC,5.099980354309082
SampleRecoder,preptime,JavaC,29.651484489440918
SampleRecoder,preptime,JavaC,7.054506778717041
SampleRecoder,preptime,JavaC,9.594557523727417
SampleRecoder,preptime,JavaC,7.103302001953125
SampleRecoder,preptime,JavaC,35.54611253738403
SampleRecoder,preptime,JavaC,9.342063665390015
SampleRecoder,preptime,JavaC,25.150968551635742
SampleRecoder,preptime,JavaC,17.356031894683838
SampleRecoder,preptime,JavaC,22.386274099349976
SampleRecoder,preptime,JavaC,23.01284098625183
SampleRecoder,preptime,JavaC,4.080203056335449
SampleRecoder,preptime,JavaC,15.334054946899414
SampleRecoder,preptime,JavaC,21.569566249847412
SampleRecoder,preptime,JavaC,37.71236801147461
SampleRecoder,preptime,JavaC,14.02305555343628
SampleRecoder,preptime,JavaC,15.749811172485352
SampleRecoder,preptime,JavaC,24.245442390441895
SampleRecoder,preptime,JavaC,34.74007868766785
SampleRecoder,preptime,JavaC,12.389254808425903
SampleRecoder,preptime,JavaC,5.649806022644043
SampleRecoder,preptime,JavaC,33.141005516052246
SampleRecoder,preptime,JavaC,11.533071517944336
SampleRecoder,preptime,JavaC,30.833593130111694
SampleRecoder,preptime,JavaC,9.707130670547485
SampleRecoder,preptime,JavaC,5.366920709609985
SampleRecoder,preptime,JavaC,18.728736639022827
SampleRecoder,preptime,JavaC,23.815394401550293
SampleRecoder,preptime,JavaC,12.200261116027832
SampleRecoder,preptime,JavaC,29.079975128173828
SampleRecoder,preptime,JavaC,1.4858384132385254
SampleRecoder,preptime,JavaC,12.584385871887207
SampleRecoder,preptime,JavaC,5.521636009216309
SampleRecoder,preptime,JavaC,6.627061367034912
